Date,Channel,Campaign,Spend (TL),Impressions,Clicks,Acquired_Customers,Revenue (TL),Product_Cost (TL),ROI (%),CAC (TL)
2024-10-05,Google Ads,New Product,3424.89,21180,2568,20,2429.28,667.12,-48.55,171.24
2025-04-18,Instagram,Summer Sale,2274.94,64288,412,28,14906.16,2235.14,456.98,81.25
2025-03-02,Facebook,Holiday Discount,1246.27,47335,699,37,3383.98,2227.9,-7.24,33.68
2024-08-07,Facebook,New Product,57.02,93887,2306,3,13779.57,63.02,23955.68,19.01
2024-07-06,Email,Black Friday,2821.82,34268,3186,93,8495.81,3345.63,82.51,30.34
2024-08-08,Organic,New Product,2973.74,67551,4694,59,18576.28,2700.29,433.87,50.4
2025-02-15,Google Ads,New Product,4861.64,25489,1185,73,9342.77,2497.53,40.8,66.6
2025-05-16,Facebook,New Product,1839.32,60398,4408,27,714.97,4094.06,-283.71,68.12
2024-08-15,Facebook,Holiday Discount,2000.96,55470,3197,32,9665.31,1220.86,322.02,62.53
2024-12-02,Google Ads,Summer Sale,1048.91,78402,4911,48,15930.43,4308.26,1008.02,21.85
2025-01-25,Organic,Black Friday,399.14,81808,925,46,12976.98,4326.6,2067.25,8.68
2024-06-11,Twitter,Summer Sale,3875.38,33161,3792,95,19329.67,4137.77,292.01,40.79
2025-05-07,Facebook,Summer Sale,1285.92,68635,3901,47,16881.12,1720.16,1079.0,27.36
2025-03-28,Organic,Brand Awareness,3064.08,72922,1202,90,10578.38,829.54,218.17,34.05
2025-01-07,Twitter,Holiday Discount,3454.48,71874,1972,40,4209.76,2386.38,-47.22,86.36
2024-12-28,Organic,Brand Awareness,2382.62,61361,678,3,175.12,1314.01,-147.8,794.21
2025-01-05,Google Ads,Holiday Discount,4387.94,74836,3069,75,19612.0,279.86,340.57,58.51
2024-10-17,Affiliate,Summer Sale,2246.78,61766,1774,29,18772.56,1411.76,672.7,77.48
2024-07-25,Facebook,Summer Sale,1460.3,22400,4798,91,5555.47,2356.26,119.08,16.05
2025-02-15,Facebook,Holiday Discount,4485.28,25641,1178,58,12800.49,581.42,172.43,77.33
2025-02-15,Google Ads,Summer Sale,4314.74,53233,4611,50,14611.87,4722.78,129.19,86.29
2025-04-21,Instagram,Summer Sale,862.0,70833,813,10,11602.47,3287.38,864.63,86.2
2024-11-13,Google Ads,Black Friday,178.51,20332,1069,61,16874.94,698.98,8961.65,2.93
2025-01-16,Google Ads,Brand Awareness,495.43,16201,4023,99,1648.71,4064.08,-587.53,5.0
2025-03-24,Facebook,Brand Awareness,1468.41,46382,3977,61,17940.23,4641.88,805.63,24.07
2024-12-02,Organic,Brand Awareness,4862.69,47129,2891,23,7901.18,1328.66,35.16,211.42
2025-04-18,Twitter,New Product,2814.65,34808,2997,6,9665.73,733.4,217.35,469.11
2025-05-15,Facebook,Black Friday,1897.65,79346,724,75,8950.2,1625.93,285.97,25.3
2025-02-08,Twitter,Brand Awareness,4449.14,74524,1058,60,10672.6,4164.6,46.28,74.15
2024-12-24,Twitter,Brand Awareness,2293.02,57625,1276,27,12003.55,891.97,384.58,84.93
2024-08-14,Organic,Black Friday,1610.43,41327,1685,55,14235.83,3901.15,541.73,29.28
2024-10-11,Google Ads,Summer Sale,4709.04,20579,4426,31,10546.31,3586.99,47.79,151.9
2024-12-24,Email,Brand Awareness,4255.11,22483,373,30,13726.99,3263.81,145.9,141.84
2025-04-22,Twitter,Summer Sale,4226.16,1503,2888,67,6832.12,2177.92,10.13,63.08
2025-02-22,Email,Brand Awareness,2585.81,71880,3860,13,18739.95,1846.52,553.31,198.91
2024-08-14,Facebook,Holiday Discount,3957.72,9947,1735,59,1384.17,444.58,-76.26,67.08
2024-09-18,Instagram,New Product,937.8,10533,3762,54,10956.26,1799.63,876.39,17.37
2024-11-15,Email,Brand Awareness,2887.45,48576,591,21,1839.18,3017.17,-140.8,137.5
2025-03-05,Instagram,Holiday Discount,4920.04,41916,2994,43,8911.06,4493.08,-10.2,114.42
2024-07-12,Google Ads,Black Friday,1490.24,47923,1377,11,5225.89,4168.96,-29.08,135.48
2025-05-20,Facebook,Holiday Discount,3982.04,56162,688,67,18744.38,180.43,366.19,59.43
2025-05-25,Organic,Black Friday,2477.87,81729,4581,38,360.2,711.54,-114.18,65.21
2025-01-27,Twitter,Brand Awareness,247.04,67917,2310,95,7884.95,4245.47,1373.24,2.6
2024-07-04,Google Ads,Black Friday,3826.95,8012,1479,24,15662.65,4697.81,186.52,159.46
2024-06-11,Affiliate,Holiday Discount,884.42,16213,2915,51,3850.38,297.93,301.67,17.34
2025-02-01,Facebook,New Product,3175.79,28563,1011,76,16330.21,3512.24,303.62,41.79
2024-08-09,Email,Summer Sale,474.04,16212,3012,61,17208.53,1841.35,3141.75,7.77
2024-12-22,Organic,Summer Sale,4736.99,96660,2518,46,14189.26,1834.17,160.82,102.98
2024-07-31,Organic,New Product,1494.03,61188,3278,43,4260.48,3220.49,-30.39,34.74
2024-10-14,Twitter,Summer Sale,1171.0,47576,178,27,5513.57,4054.88,24.57,43.37
2024-10-26,Facebook,Brand Awareness,689.23,11711,4449,85,3422.0,1388.69,195.01,8.11
2024-11-27,Twitter,Brand Awareness,4732.71,96802,4016,89,3762.87,3532.66,-95.14,53.18
2025-05-15,Google Ads,Holiday Discount,3573.92,10515,966,30,826.2,3186.66,-166.05,119.13
2024-12-24,Organic,Holiday Discount,3721.22,21193,1300,94,17160.57,2596.26,291.39,39.59
2025-01-14,Organic,Black Friday,2522.05,68667,2248,63,10617.2,3020.08,201.23,40.03
2024-09-11,Email,Holiday Discount,2399.9,3424,4738,10,6622.41,109.91,171.37,239.99
2024-12-24,Facebook,Brand Awareness,594.61,45344,4123,3,5862.58,40.25,879.18,198.2
2025-04-13,Twitter,Holiday Discount,2821.21,64092,3837,77,10939.46,2761.18,189.89,36.64
2024-07-10,Google Ads,Summer Sale,1272.24,88359,989,60,6601.03,2630.06,212.12,21.2
2024-07-02,Google Ads,Black Friday,4886.87,60595,2328,27,17287.99,375.25,246.09,181.0
2024-12-08,Organic,Black Friday,3993.08,55626,1051,82,4298.05,2470.29,-54.23,48.7
2025-01-20,Instagram,Brand Awareness,2094.31,10200,3822,45,17657.81,3792.49,562.05,46.54
2025-02-24,Organic,Holiday Discount,799.14,51469,2262,62,13315.44,2715.19,1226.46,12.89
2025-02-04,Facebook,Summer Sale,3937.39,24031,1660,24,19136.92,2597.72,320.05,164.06
2024-09-29,Google Ads,Holiday Discount,654.17,4216,1677,46,400.63,3595.18,-588.34,14.22
2024-08-11,Organic,New Product,987.2,46594,3187,78,1276.0,875.78,-59.46,12.66
2024-08-21,Instagram,Holiday Discount,1097.03,1016,4041,44,10067.8,2298.25,608.23,24.93
2024-08-04,Google Ads,Brand Awareness,2806.61,27378,1153,63,18256.34,757.28,523.49,44.55
2024-08-20,Organic,Holiday Discount,3945.93,32734,2237,4,14642.82,2628.72,204.47,986.48
2025-03-22,Instagram,Black Friday,1605.86,79886,4275,16,12480.51,2967.87,492.37,100.37
2025-01-02,Email,Summer Sale,469.12,15450,3082,51,728.88,625.93,-78.05,9.2
2025-05-19,Instagram,Brand Awareness,2349.47,2473,2863,74,7147.86,396.07,187.38,31.75
2024-09-18,Organic,New Product,3753.15,26525,2543,91,6982.47,850.33,63.39,41.24
2024-07-04,Organic,Summer Sale,1147.24,29572,3953,48,10887.51,2939.96,592.75,23.9
2024-06-04,Organic,Summer Sale,1138.63,43028,78,65,5230.77,964.3,274.7,17.52
2025-04-22,Google Ads,Black Friday,4738.77,38079,4109,69,5416.4,1390.71,-15.05,68.68
2025-01-16,Organic,Black Friday,4773.06,59967,1310,77,12455.13,3518.68,87.23,61.99
2024-11-11,Email,Black Friday,4952.81,53047,3720,45,18896.89,1256.76,256.16,110.06
2025-05-07,Email,Brand Awareness,4047.92,31110,4944,3,13237.56,1999.68,177.62,1349.31
2024-07-31,Facebook,Holiday Discount,981.51,93424,3560,17,13395.79,4645.65,791.5,57.74
2024-06-18,Twitter,Summer Sale,1099.31,2946,2386,83,19725.67,4128.48,1318.82,13.24
2024-08-01,Organic,Holiday Discount,1734.11,22943,3373,37,3154.22,1292.25,7.37,46.87
2024-06-01,Google Ads,Holiday Discount,1624.76,16740,149,5,773.31,2995.93,-236.8,324.95
2024-10-24,Facebook,Black Friday,4784.81,92981,3706,47,14935.73,3335.71,142.43,101.8
2025-01-09,Twitter,Holiday Discount,3955.92,75712,4567,44,8831.87,4503.2,9.42,89.91
2025-02-15,Google Ads,Summer Sale,3633.84,96402,743,88,8633.58,2746.39,62.01,41.29
2024-11-01,Affiliate,Summer Sale,970.52,45651,4851,33,4583.54,2815.21,82.2,29.41
2025-02-08,Email,New Product,4552.15,38269,67,21,10186.57,4444.47,26.14,216.77
2025-02-15,Email,Brand Awareness,4147.96,78154,3759,67,8899.23,290.82,107.53,61.91
2024-07-18,Facebook,Holiday Discount,860.03,91272,2820,68,6974.46,3148.14,344.91,12.65
2024-12-10,Google Ads,Brand Awareness,4362.29,39682,1080,32,8910.63,2094.91,56.24,136.32
2024-06-08,Twitter,Brand Awareness,1397.63,25601,4525,24,7738.31,4550.62,128.08,58.23
2024-07-10,Facebook,Brand Awareness,450.31,33850,4259,35,18803.94,4803.49,3009.07,12.87
2025-01-17,Organic,Brand Awareness,3301.27,42132,1669,18,19607.01,867.83,467.64,183.4
2024-08-10,Facebook,Summer Sale,3286.33,51150,900,67,16814.03,1421.71,368.37,49.05
2024-07-06,Google Ads,Holiday Discount,519.91,6804,1946,54,19809.24,1381.82,3444.35,9.63
2025-01-23,Google Ads,New Product,1628.32,86061,1025,26,5387.82,521.13,198.88,62.63
2025-02-13,Instagram,Brand Awareness,4964.43,53034,2566,60,16874.21,2425.06,191.05,82.74
2025-02-27,Affiliate,New Product,3408.21,46061,4238,88,8191.92,2575.15,64.8,38.73
2024-08-16,Facebook,Summer Sale,3663.87,28419,1565,65,14948.11,2873.43,229.56,56.37
2025-04-09,Facebook,Summer Sale,1103.94,24746,1175,51,4107.71,3321.53,-28.78,21.65
2025-05-01,Facebook,Black Friday,439.97,79348,542,98,16257.93,333.33,3519.47,4.49
2024-08-07,Instagram,Brand Awareness,1420.66,93222,3086,60,1760.94,3119.97,-195.66,23.68
2024-08-06,Facebook,Black Friday,1282.05,68581,2576,59,5484.1,4570.77,-28.76,21.73
2024-10-28,Twitter,New Product,1210.99,26336,216,76,16456.86,2285.86,1070.2,15.93
2024-09-05,Instagram,Holiday Discount,1004.13,46952,4285,17,14968.47,551.43,1335.77,59.07
2024-09-15,Instagram,Black Friday,2895.04,96996,4239,85,10074.81,448.0,232.53,34.06
2024-08-01,Google Ads,Summer Sale,1674.11,48143,625,21,13488.58,1423.13,620.71,79.72
2025-02-18,Affiliate,Brand Awareness,4110.71,88204,655,67,3792.92,3767.57,-99.38,61.35
2024-06-18,Google Ads,New Product,960.54,60379,3393,28,13388.5,1319.78,1156.45,34.3
2025-02-09,Google Ads,Summer Sale,2349.9,35320,1868,89,258.73,4075.37,-262.42,26.4
2024-11-29,Email,Holiday Discount,117.61,99111,1205,44,16681.0,4101.9,10595.6,2.67
2024-07-21,Instagram,Brand Awareness,2434.33,37516,4729,70,10374.12,2296.42,231.82,34.78
2025-05-29,Facebook,Holiday Discount,326.4,60789,865,62,18883.18,1517.93,5220.24,5.26
2024-07-15,Facebook,Holiday Discount,4889.73,72114,2690,42,9615.47,2996.38,35.37,116.42
2025-04-05,Organic,Brand Awareness,3963.43,62240,1585,94,8718.44,4056.44,17.63,42.16
2025-01-01,Google Ads,Brand Awareness,2476.05,42798,2783,96,9056.05,341.56,251.95,25.79
2024-07-25,Organic,Holiday Discount,478.61,87615,1012,22,7258.6,4768.05,420.37,21.76
2025-01-13,Email,New Product,2982.6,56920,3084,38,3416.83,3236.58,-93.96,78.49
2024-11-09,Facebook,Brand Awareness,3805.88,67473,2097,14,16857.05,2002.78,290.3,271.85
2024-07-21,Instagram,Summer Sale,994.05,66326,4591,98,7842.8,2539.98,433.46,10.14
2025-02-02,Facebook,Black Friday,2862.63,74131,3910,26,10629.26,1940.25,203.53,110.1
2024-12-27,Organic,New Product,4080.34,1424,1564,40,495.75,2074.8,-138.7,102.01
2024-08-12,Instagram,Brand Awareness,3852.83,64874,3401,54,1299.05,2986.17,-143.79,71.35
2025-03-28,Facebook,Brand Awareness,4024.81,4051,1117,13,11983.95,320.0,189.8,309.6
2024-09-28,Instagram,New Product,4402.65,97878,931,94,17596.64,893.38,279.39,46.84
2025-05-05,Affiliate,Black Friday,4691.53,60481,3689,19,9918.58,1150.66,86.89,246.92
2025-03-01,Facebook,Holiday Discount,2057.33,64872,1599,42,3382.99,2049.42,-35.18,48.98
2025-03-16,Twitter,Summer Sale,2865.41,78774,2787,41,2410.93,1867.87,-81.05,69.89
2024-08-09,Facebook,Brand Awareness,3963.76,28786,4607,50,18005.78,3616.58,263.02,79.28
2024-11-01,Google Ads,Black Friday,3500.84,96204,150,3,14062.59,1310.71,264.25,1166.95
2024-06-17,Google Ads,Summer Sale,4977.83,69230,3582,31,19327.29,304.22,282.16,160.58
2025-05-13,Facebook,New Product,117.7,70131,2866,76,1738.74,296.1,1125.69,1.55
2025-01-22,Google Ads,Brand Awareness,1807.91,2267,457,15,18062.0,76.34,894.83,120.53
2024-05-31,Google Ads,Holiday Discount,1441.09,66957,2565,54,16928.08,209.37,1060.14,26.69
2024-09-21,Twitter,New Product,1348.46,63645,1789,53,17874.39,4296.13,906.95,25.44
2024-12-02,Organic,Brand Awareness,1151.52,20650,4102,45,214.68,3492.27,-384.63,25.59
2024-11-29,Organic,Black Friday,3560.16,8017,308,38,14863.88,4979.74,177.63,93.69
2024-12-29,Google Ads,Summer Sale,469.56,10849,558,78,11023.87,121.16,2221.9,6.02
2025-05-05,Google Ads,Summer Sale,3720.96,90049,3871,99,11506.27,4248.03,95.06,37.59
2024-12-01,Google Ads,Brand Awareness,3482.46,63453,4454,80,9437.12,3486.36,70.88,43.53
2024-11-13,Organic,New Product,1291.48,50117,3733,50,14879.27,3208.91,803.64,25.83
2024-06-20,Twitter,Holiday Discount,1301.53,58247,4770,24,19996.8,1795.53,1298.45,54.23
2024-12-20,Facebook,Black Friday,3162.86,45899,3776,17,14239.71,1896.1,290.27,186.05
2024-12-04,Google Ads,Brand Awareness,3822.75,42644,728,18,13593.2,4230.89,144.91,212.38
2024-08-18,Instagram,Black Friday,4388.6,68762,1333,42,13123.31,3573.15,117.61,104.49
2025-03-28,Facebook,Summer Sale,4268.09,5388,4887,17,13934.71,3358.18,147.8,251.06
2024-12-31,Facebook,Holiday Discount,4826.17,68958,956,16,6908.04,172.63,39.56,301.64
2024-12-27,Email,Black Friday,2927.86,40994,317,85,6472.37,937.91,89.03,34.45
2024-12-25,Organic,Brand Awareness,4547.85,75805,3153,88,15708.33,4813.87,139.55,51.68
2025-04-11,Google Ads,Holiday Discount,4052.14,78713,4956,98,1156.45,2282.77,-127.8,41.35
2024-06-27,Google Ads,New Product,4478.6,78568,1250,52,15209.03,3911.34,152.26,86.13
2025-03-07,Affiliate,Brand Awareness,107.55,73852,1166,36,16295.45,1958.84,13230.18,2.99
2024-06-03,Google Ads,Black Friday,4831.22,3843,948,91,10479.8,3826.33,37.72,53.09
2024-12-04,Google Ads,Holiday Discount,2393.97,29015,2840,39,18211.95,613.68,635.11,61.38
2025-01-02,Google Ads,Brand Awareness,4001.01,70647,2694,81,9514.44,229.8,132.06,49.4
2025-02-01,Google Ads,Holiday Discount,679.66,46231,1108,25,3643.92,2341.56,91.62,27.19
2024-06-22,Facebook,Holiday Discount,2009.91,88579,737,42,7291.83,2966.4,115.21,47.86
2025-03-28,Organic,Holiday Discount,1393.73,96637,837,21,18126.76,1632.04,1083.49,66.37
2024-11-22,Facebook,Black Friday,1493.71,47546,4544,68,19875.39,3585.7,990.55,21.97
2024-06-04,Facebook,Brand Awareness,660.12,52055,2694,89,8494.89,2489.18,809.79,7.42
2025-04-11,Email,Summer Sale,4038.53,94406,2214,59,3420.25,4643.02,-130.28,68.45
2024-07-07,Instagram,Summer Sale,95.75,50577,4507,30,5797.95,443.25,5492.38,3.19
2024-09-15,Twitter,Black Friday,1596.9,36169,253,57,11110.6,351.51,573.75,28.02
2024-10-18,Twitter,Black Friday,913.33,42709,3267,33,11484.71,4527.51,661.74,27.68
2025-01-09,Google Ads,Holiday Discount,2965.74,30415,2541,90,12638.18,3352.15,213.11,32.95
2024-10-27,Organic,Brand Awareness,1308.55,16685,4872,89,16723.53,3362.17,921.08,14.7
2024-10-31,Instagram,Brand Awareness,1332.04,16963,2088,53,14253.16,157.23,958.22,25.13
2024-07-16,Affiliate,New Product,2467.27,30698,3418,16,5290.72,4689.62,-75.64,154.2
2025-04-28,Instagram,New Product,3280.81,95686,3608,49,7961.38,3863.69,24.9,66.96
2024-12-23,Affiliate,Summer Sale,650.46,63415,4107,88,16812.35,3826.29,1896.44,7.39
2024-08-18,Organic,New Product,918.78,57400,4912,5,12704.32,4561.41,786.27,183.76
2024-07-29,Google Ads,New Product,1273.51,56450,1276,77,3411.72,2899.2,-59.76,16.54
2024-08-17,Instagram,Summer Sale,4870.05,87962,4540,94,6578.22,1985.44,-5.69,51.81
2025-01-06,Affiliate,Summer Sale,2015.9,51711,4393,60,15842.71,2413.78,566.15,33.6
2025-05-11,Twitter,New Product,3015.0,72571,3561,71,3524.67,3890.66,-112.14,42.46
2025-05-12,Google Ads,Brand Awareness,1245.64,73607,963,81,13851.91,3848.28,703.09,15.38
2024-09-15,Organic,New Product,2477.77,21578,1469,55,11314.38,3055.74,233.31,45.05
2025-03-13,Facebook,Holiday Discount,416.89,94580,2753,91,3034.75,1106.04,362.64,4.58
2024-12-06,Google Ads,Holiday Discount,221.97,29842,405,35,13808.69,4098.04,4274.76,6.34
2024-11-17,Facebook,Holiday Discount,2370.23,17531,3522,69,2932.74,3243.26,-113.1,34.35
2025-02-06,Google Ads,Black Friday,2023.36,3170,290,42,8028.87,1121.88,241.36,48.18
2025-02-05,Organic,Holiday Discount,727.56,91223,1960,69,6240.34,2413.61,425.97,10.54
2024-10-20,Facebook,Brand Awareness,3453.63,8297,2326,24,13831.2,4986.09,156.11,143.9
2024-12-15,Organic,Black Friday,4964.87,5163,670,71,15669.01,1655.33,182.26,69.93
2024-07-15,Google Ads,Black Friday,2008.45,41794,904,71,3449.5,600.47,41.85,28.29
2025-01-18,Facebook,Holiday Discount,3141.57,42787,3793,55,16258.74,127.9,413.46,57.12
2024-09-08,Google Ads,New Product,4816.73,58219,2364,14,243.56,939.47,-114.45,344.05
2025-04-05,Google Ads,Summer Sale,4166.1,25448,3250,55,10648.17,951.09,132.76,75.75
2024-06-05,Google Ads,New Product,2344.58,70152,3674,15,10384.1,4293.18,159.79,156.31
2025-01-19,Google Ads,New Product,3700.57,98284,1110,5,12514.05,797.65,216.61,740.11
2024-08-15,Instagram,Black Friday,684.27,57437,431,4,4870.04,4316.0,-19.03,171.07
2024-09-06,Facebook,Black Friday,2584.91,29299,1182,30,296.15,451.85,-106.02,86.16
2024-12-19,Facebook,Black Friday,1431.35,42119,2526,84,9149.78,4535.09,222.4,17.04
2025-03-04,Facebook,Brand Awareness,847.76,78093,3185,53,1520.98,1296.64,-73.54,16.0
2025-04-05,Twitter,Brand Awareness,2160.09,39648,2888,90,17854.66,3065.26,584.67,24.0
2024-08-15,Twitter,Summer Sale,698.52,15096,2129,73,3555.96,815.44,292.33,9.57
2024-12-03,Instagram,Black Friday,3509.98,75279,994,30,8562.14,1962.48,88.03,117.0
2024-06-15,Facebook,Holiday Discount,2308.39,8391,4012,86,8736.61,447.12,259.1,26.84
2025-05-22,Google Ads,Black Friday,2679.17,75891,4251,94,11102.01,2906.05,205.91,28.5
2024-07-13,Affiliate,Brand Awareness,774.56,63830,2579,84,15672.39,1742.47,1698.43,9.22
2024-07-21,Google Ads,Black Friday,741.87,71783,4351,92,9495.75,4263.71,605.25,8.06
2024-09-25,Facebook,Brand Awareness,2937.91,41286,3368,61,612.49,925.45,-110.65,48.16
2024-07-11,Facebook,Black Friday,4925.8,72826,884,71,15445.1,1414.34,184.84,69.38
2024-09-17,Facebook,Holiday Discount,526.44,92353,3800,68,1735.25,902.73,58.14,7.74
2024-07-06,Google Ads,Summer Sale,1464.37,38595,4234,92,12866.91,2827.84,585.56,15.92
2025-04-06,Organic,Holiday Discount,4353.82,63740,3437,55,16088.25,576.5,256.28,79.16
2024-09-23,Google Ads,Brand Awareness,407.75,51929,4288,99,5725.53,963.0,1068.0,4.12
2024-10-03,Email,New Product,4385.63,33827,256,97,9037.22,3398.88,28.56,45.21
2024-10-13,Google Ads,Holiday Discount,2645.22,27209,3584,71,385.28,390.58,-100.2,37.26
2025-03-24,Google Ads,Black Friday,2070.92,98654,2102,73,16097.12,3720.96,497.62,28.37
2025-04-09,Twitter,Summer Sale,1582.92,81752,4356,98,14094.9,539.58,756.35,16.15
2025-02-22,Google Ads,Black Friday,1520.73,74396,78,42,4704.61,2935.73,16.32,36.21
2025-02-27,Organic,Black Friday,1563.72,79961,1263,98,7865.5,4989.09,83.95,15.96
2024-09-08,Instagram,Holiday Discount,4429.78,14806,237,77,13936.8,885.99,194.62,57.53
2024-08-12,Google Ads,Summer Sale,3632.79,91447,1910,29,7227.45,1320.21,62.61,125.27
2025-02-23,Affiliate,New Product,3365.13,26406,2622,35,3332.05,4494.16,-134.53,96.15
2025-03-03,Google Ads,Black Friday,4003.81,35360,4064,45,10418.26,3138.91,81.81,88.97
2025-03-13,Twitter,Summer Sale,1322.72,81000,4302,74,14498.99,2472.81,809.2,17.87
2024-08-15,Google Ads,New Product,3109.31,97123,2177,94,6484.11,2822.27,17.77,33.08
2025-01-30,Twitter,Black Friday,2327.33,39865,1941,90,2523.27,1491.57,-55.67,25.86
2024-08-01,Google Ads,Summer Sale,3923.09,7458,2757,99,16607.93,4279.5,214.25,39.63
2024-12-16,Instagram,Holiday Discount,1580.82,10151,1791,92,5130.76,3731.44,-11.48,17.18
2024-11-29,Organic,Black Friday,3233.73,55869,2723,29,10305.02,3219.48,119.11,111.51
2024-10-19,Twitter,Black Friday,4416.95,73024,1863,70,13857.73,4660.08,108.24,63.1
2024-07-23,Twitter,Summer Sale,2040.64,25541,4377,3,6409.8,2898.99,72.04,680.21
2025-05-23,Organic,Black Friday,379.78,22803,209,93,13007.87,2569.15,2648.62,4.08
2024-07-04,Twitter,New Product,2604.45,44183,393,57,9248.22,4878.95,67.76,45.69
2024-09-09,Google Ads,Black Friday,1762.56,45776,254,66,11451.69,1045.95,490.38,26.71
2024-12-20,Facebook,Brand Awareness,3377.52,63323,3092,22,11852.46,727.0,229.4,153.52
2024-12-30,Facebook,New Product,4757.61,91254,2935,27,16500.6,828.17,229.42,176.21
2025-03-06,Facebook,Summer Sale,2453.76,12170,354,22,13160.89,4947.42,234.73,111.53
2025-01-03,Facebook,New Product,2357.64,83966,2767,74,5359.7,3268.21,-11.29,31.86
2025-02-07,Instagram,Brand Awareness,3290.19,48284,3991,49,1286.13,1543.5,-107.82,67.15
2025-04-24,Google Ads,Brand Awareness,562.31,10260,449,83,139.51,1259.91,-299.25,6.77
2024-08-18,Email,Black Friday,1304.86,8636,3570,24,18097.91,302.06,1263.81,54.37
2024-11-23,Google Ads,Black Friday,4598.95,37108,1035,27,18847.99,677.1,295.11,170.33
2025-03-09,Facebook,Holiday Discount,3366.22,16941,1855,36,1972.82,4542.7,-176.34,93.51
2025-05-28,Instagram,New Product,116.55,69971,2146,17,9792.37,3741.76,5091.43,6.86
2024-07-31,Organic,Holiday Discount,1062.9,29355,4351,56,3116.74,4708.97,-249.8,18.98
2024-11-14,Organic,Brand Awareness,3430.04,73836,1509,10,18980.11,2130.18,391.25,343.0
2025-05-19,Email,Black Friday,3833.78,88719,1395,54,5011.97,3014.16,-47.89,71.0
2024-10-08,Google Ads,Black Friday,4207.3,34733,280,81,10082.78,2428.68,81.92,51.94
2024-11-16,Instagram,Black Friday,1496.28,8444,3832,74,3395.84,4409.3,-167.73,20.22
2025-01-31,Google Ads,Summer Sale,4658.59,92291,3550,74,6721.95,4957.08,-62.12,62.95
2025-05-10,Facebook,Brand Awareness,2787.09,89598,932,38,5409.45,4665.22,-73.3,73.34
2024-09-11,Facebook,Black Friday,3497.87,15610,2823,81,9560.98,2998.32,87.62,43.18
2024-08-10,Google Ads,Brand Awareness,3003.86,67036,2381,90,8453.66,327.77,170.51,33.38
2024-09-16,Facebook,Black Friday,657.56,5554,482,90,6682.88,3095.28,445.59,7.31
2024-10-20,Affiliate,New Product,4817.42,26545,1258,98,2206.96,503.3,-64.64,49.16
